sample_id,source_artifact,temperature_sha256,context_id,protocol_id,branch_label,ramp_direction,protocol_start_voltage_V,device_voltage_V,contact_overlap_nm,sink_amplitude,point_kind,sequence_index,split,fit_eligible,full_curve_test,headline_stability_test,stability_class,root_identifier_used
G2_heating_coarse_020,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_heating.npz,7ea1fc6ebd481e337021049251f98113ec7cb7bae50bf64f88b244c5fd169a93,G2,G2_heating,heating,1.0,0.75,1.25,20.0,1.5,coarse,20,train,True,False,False,not_evaluated,False
G2_heating_coarse_021,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_heating.npz,14017dc6e77b90eca5206d0753688be2246ce460e427caad61c0c7c8226c6ae0,G2,G2_heating,heating,1.0,0.75,1.275,20.0,1.5,coarse,21,train,True,False,False,not_evaluated,False
G2_heating_coarse_022,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_heating.npz,0bcda5094ecfd07e4ac2cbdc7180726022b9a0b1a3bdae468f02fc0e04f4d61d,G2,G2_heating,heating,1.0,0.75,1.3,20.0,1.5,coarse,22,validation,False,False,False,not_evaluated,False
G2_heating_coarse_023,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_heating.npz,74dad6683501f116f825a7d36d28e0ff3033bd0247d12a7fcebdf6d7f0279ccf,G2,G2_heating,heating,1.0,0.75,1.3250000000000002,20.0,1.5,coarse,23,train,True,False,False,not_evaluated,False
G2_heating_coarse_024,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_heating.npz,4cf15ed56ecbfa7021876bc096d7c4f463f55a721ca355358df45557b5631052,G2,G2_heating,heating,1.0,0.75,1.35,20.0,1.5,coarse,24,train,True,False,False,not_evaluated,False
G2_heating_coarse_025,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_heating.npz,7eff933b8cab066875d1608bec2bed81ea6f777732fd7ae21c709940c354455c,G2,G2_heating,heating,1.0,0.75,1.375,20.0,1.5,coarse,25,train,True,False,False,not_evaluated,False
G2_heating_coarse_026,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_heating.npz,e17cab9ad1ad0a0b52bb0e888ba66a5f1b9912a1283292c43d11911ac068ef8a,G2,G2_heating,heating,1.0,0.75,1.4,20.0,1.5,coarse,26,train,True,False,False,not_evaluated,False
G2_heating_coarse_027,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_heating.npz,a462ddf4cd3c8b7709e38e7ddc7c76fc98ccdd780f01e42faba8633187c96c1f,G2,G2_heating,heating,1.0,0.75,1.425,20.0,1.5,coarse,27,train,True,False,False,not_evaluated,False
G2_heating_coarse_028,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_heating.npz,eb8b3a6d4efd63a528708c8a653d971e5147cdedb6e2befda877314f70a70d95,G2,G2_heating,heating,1.0,0.75,1.4500000000000002,20.0,1.5,coarse,28,train,True,False,False,not_evaluated,False
G2_heating_coarse_029,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_heating.npz,7fb70db9471432adaf41eed7156cbc8556dbb8ae7d042cdcf3866027c83e594d,G2,G2_heating,heating,1.0,0.75,1.475,20.0,1.5,coarse,29,train,True,False,False,not_evaluated,False
G2_heating_coarse_030,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_heating.npz,05a7b1e7115488ab98855abf2e2175d470dfd7c8d71eff76c255eca4e10836ac,G2,G2_heating,heating,1.0,0.75,1.5,20.0,1.5,coarse,30,validation,False,False,False,not_evaluated,False
G2_heating_coarse_031,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_heating.npz,2ef48ac7bff1de23a5e6fd185017318f5a9f6f6ad074d81b7fd565df07ce6ada,G2,G2_heating,heating,1.0,0.75,1.525,20.0,1.5,coarse,31,train,True,False,False,not_evaluated,False
G2_heating_coarse_032,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_heating.npz,48b80f57b157bd1ff73e72ee949eda0b673274178145428a15939b47e80e076b,G2,G2_heating,heating,1.0,0.75,1.55,20.0,1.5,coarse,32,train,True,False,False,not_evaluated,False
G2_cooling_coarse_000,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,54227fa82fcc2f770a258c9ec3c7c5d91ecaa1f6ebbf5206108a8a5c43ac9e6a,G2,G2_cooling,cooling,-1.0,1.55,1.55,20.0,1.5,coarse,0,train,True,False,False,not_evaluated,False
G2_cooling_coarse_001,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,e9a925edb635d64420e1c7c17a9d1e617878d78c4936f93e5ac0378c6701245d,G2,G2_cooling,cooling,-1.0,1.55,1.5250000000000001,20.0,1.5,coarse,1,train,True,False,False,not_evaluated,False
G2_cooling_coarse_002,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,c72f6b3277e2e9244f1812d312b35015259cce0f0f110aa96b990ea5f851a694,G2,G2_cooling,cooling,-1.0,1.55,1.5,20.0,1.5,coarse,2,train,True,False,False,not_evaluated,False
G2_cooling_coarse_003,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,01b86a6c29c9f867e796b540d7f284b5673c0019de88b1dd8264d9c28e020c7b,G2,G2_cooling,cooling,-1.0,1.55,1.475,20.0,1.5,coarse,3,train,True,False,False,not_evaluated,False
G2_cooling_coarse_004,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,a61b96c132e7a8b195a5dfa2d2abc6d3ee62a577138a2e5bf6f1eda795a67943,G2,G2_cooling,cooling,-1.0,1.55,1.45,20.0,1.5,coarse,4,train,True,False,False,not_evaluated,False
G2_cooling_coarse_005,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,ab107856e59dc99a1f0022aabd727427b18e0d05149edbbe5a21005fc4023ba3,G2,G2_cooling,cooling,-1.0,1.55,1.425,20.0,1.5,coarse,5,train,True,False,False,not_evaluated,False
G2_cooling_coarse_006,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,628da831c78e31defea458b49994fd112bf1fd02036c5776687a6fcf8cca24a4,G2,G2_cooling,cooling,-1.0,1.55,1.4,20.0,1.5,coarse,6,validation,False,False,False,not_evaluated,False
G2_cooling_coarse_007,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,6904fbb3eef756ad47f6ba29ae8ec7a9ed710d19d8f9cbf19bd24f29d5113bf4,G2,G2_cooling,cooling,-1.0,1.55,1.375,20.0,1.5,coarse,7,train,True,False,False,not_evaluated,False
G2_cooling_coarse_008,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,cf4cfe7f40277ad332ec4575266965e89a901172ea182154caa77b501c334f37,G2,G2_cooling,cooling,-1.0,1.55,1.35,20.0,1.5,coarse,8,train,True,False,False,not_evaluated,False
G2_cooling_coarse_009,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,b1565c0bfd852364650fa93c54cd47dc7a31528a8eab0405027cc00159e0af09,G2,G2_cooling,cooling,-1.0,1.55,1.325,20.0,1.5,coarse,9,train,True,False,False,not_evaluated,False
G2_cooling_coarse_010,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,d80ea05a2f644e5426e9cf4762a3a330da295fd96ba974abfa54ac437e09ce39,G2,G2_cooling,cooling,-1.0,1.55,1.3,20.0,1.5,coarse,10,train,True,False,False,not_evaluated,False
G2_cooling_coarse_011,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,97626d4c12df05a2595da4180a8603845ff27160599337b5126e1cfa680f5fc0,G2,G2_cooling,cooling,-1.0,1.55,1.275,20.0,1.5,coarse,11,train,True,False,False,not_evaluated,False
G2_cooling_coarse_012,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,750658d7516b229ab74c8085c5a872cd4c7d4bcb5b5551ac834307095fc45fc4,G2,G2_cooling,cooling,-1.0,1.55,1.25,20.0,1.5,coarse,12,train,True,False,False,not_evaluated,False
G2_cooling_coarse_013,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,49dd0614dd566b0352f3f6f3cb665e1d58726684333fbf590678950f7aebfa69,G2,G2_cooling,cooling,-1.0,1.55,1.225,20.0,1.5,coarse,13,train,True,False,False,not_evaluated,False
G2_cooling_coarse_014,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,833d8a9cd6eadfa7bdcdfd9e782eb03d9ae62d4d9b96dbd894de98b254b22eaf,G2,G2_cooling,cooling,-1.0,1.55,1.2,20.0,1.5,coarse,14,validation,False,False,False,not_evaluated,False
G2_cooling_coarse_015,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,3a46556d40bb87582d823c08d67d4dbe9f34879662925ad36e7a4ea6a3928b56,G2,G2_cooling,cooling,-1.0,1.55,1.175,20.0,1.5,coarse,15,train,True,False,False,not_evaluated,False
G2_cooling_coarse_016,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,406e24f644bacfbeeed58bd5c10d10b415e847cfbaf2a7a0ce647a1e2d1dea97,G2,G2_cooling,cooling,-1.0,1.55,1.15,20.0,1.5,coarse,16,train,True,False,False,not_evaluated,False
G2_cooling_coarse_017,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,e92e80a42741b95588835fe9949321bd2fe7e7ebe215c696a08ea0d55ca32382,G2,G2_cooling,cooling,-1.0,1.55,1.125,20.0,1.5,coarse,17,train,True,False,False,not_evaluated,False
G2_cooling_coarse_018,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,332c98c17ec5c9302ef0c7f29ceb0d5d66841a529023743c8ce92c13e3f5b4a6,G2,G2_cooling,cooling,-1.0,1.55,1.1,20.0,1.5,coarse,18,train,True,False,False,not_evaluated,False
G2_cooling_coarse_019,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,c8624b1283bd0d0d2eba469d1ac9a9ebe4dad63cb0b239cbc8f183dd0b05ca34,G2,G2_cooling,cooling,-1.0,1.55,1.075,20.0,1.5,coarse,19,train,True,False,False,not_evaluated,False
G2_cooling_coarse_020,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,b39a9120d94316a56a30a9f2b971b34ada84d8c549a68a6f88efcd994052be62,G2,G2_cooling,cooling,-1.0,1.55,1.05,20.0,1.5,coarse,20,train,True,False,False,not_evaluated,False
G2_cooling_coarse_021,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,d973ae8098e95d5e4beb3c656776a9f9eeb789e72b9484fa2f1d613b5cdd3902,G2,G2_cooling,cooling,-1.0,1.55,1.025,20.0,1.5,coarse,21,train,True,False,False,not_evaluated,False
G2_cooling_coarse_022,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,189bd6be3ea2ce0f5941cb39e30799119ec9fb0f6c863968e7ff93b7fb10d9a3,G2,G2_cooling,cooling,-1.0,1.55,1.0,20.0,1.5,coarse,22,validation,False,False,False,not_evaluated,False
G2_cooling_coarse_023,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,9a310d38e644e476d4b1f8fe4252bf60c6e3f9933748132fb321ef8caa3d8eca,G2,G2_cooling,cooling,-1.0,1.55,0.975,20.0,1.5,coarse,23,train,True,False,False,not_evaluated,False
G2_cooling_coarse_024,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,d53b2c51401c5a827760cc9aef940f6f1978a1bfe12da38d34404e76e0bbeea7,G2,G2_cooling,cooling,-1.0,1.55,0.95,20.0,1.5,coarse,24,train,True,False,False,not_evaluated,False
G2_cooling_coarse_025,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,fc1a1d552f2a7c9774f8fa1337b6c40e2a5bcb182ff023e168de093fefefd7df,G2,G2_cooling,cooling,-1.0,1.55,0.925,20.0,1.5,coarse,25,train,True,False,False,not_evaluated,False
G2_cooling_coarse_026,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,645d3c3099ee4cc0fc573510ec1f43dc790752937cc37642aaad381e602c57bd,G2,G2_cooling,cooling,-1.0,1.55,0.9,20.0,1.5,coarse,26,train,True,False,False,not_evaluated,False
G2_cooling_coarse_027,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,a0ddc648dc28e86d1692ec52f92915c636b50422fe8afdf9e9f291df1fcb18df,G2,G2_cooling,cooling,-1.0,1.55,0.875,20.0,1.5,coarse,27,train,True,False,False,not_evaluated,False
G2_cooling_coarse_028,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,f54d953295d0a76d7b688e3f39e4bb1d759dbf843df8e31a88547688b71575b5,G2,G2_cooling,cooling,-1.0,1.55,0.85,20.0,1.5,coarse,28,train,True,False,False,not_evaluated,False
G2_cooling_coarse_029,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,5841e0a4b9261602a99572cc76301adcd7c2eefdc7587b7cb719f55ebfb37cb4,G2,G2_cooling,cooling,-1.0,1.55,0.825,20.0,1.5,coarse,29,train,True,False,False,not_evaluated,False
G2_cooling_coarse_030,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,0be92d667ad3a83ce2a7be8d9ad868058c87b0861fd600237f7750be84fb52c0,G2,G2_cooling,cooling,-1.0,1.55,0.8,20.0,1.5,coarse,30,validation,False,False,False,not_evaluated,False
G2_cooling_coarse_031,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,f7fae49ff8690161d34a308edc43a1650efe78814a4075215cc49c1997319276,G2,G2_cooling,cooling,-1.0,1.55,0.775,20.0,1.5,coarse,31,train,True,False,False,not_evaluated,False
G2_cooling_coarse_032,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,b5ae4a3b87326b771be577c77c765478f924b707eaca7ef2763ee1c8899953b3,G2,G2_cooling,cooling,-1.0,1.55,0.75,20.0,1.5,coarse,32,train,True,False,False,not_evaluated,False
G2_cooling_event_refine_01,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,69d20a8f3f4d85331cca044f74188514b4ce88d7632c80592317e4b71e608ebc,G2,G2_cooling,cooling,-1.0,1.55,1.0875,20.0,1.5,event_refinement,0,validation_event,False,False,False,not_evaluated,False
G2_cooling_event_refine_02,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,af2e6647781e55819ef0b969119eb539c6fafc41cf0e7be3a384d1a073f64501,G2,G2_cooling,cooling,-1.0,1.55,1.0812499999999998,20.0,1.5,event_refinement,1,validation_event,False,False,False,not_evaluated,False
G2_cooling_event_refine_03,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,abc6561fe9538c9e64342f89b3ac18a97f5dc182b4c117c18943b0821a7256dd,G2,G2_cooling,cooling,-1.0,1.55,1.078125,20.0,1.5,event_refinement,2,validation_event,False,False,False,not_evaluated,False
G2_cooling_event_reachability_confirmation,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,abc6561fe9538c9e64342f89b3ac18a97f5dc182b4c117c18943b0821a7256dd,G2,G2_cooling,cooling,-1.0,1.55,1.078125,20.0,1.5,event_reachability_confirmation,3,validation_event,False,False,False,not_evaluated,False
G2_cooling_half_anchor,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,406e24f644bacfbeeed58bd5c10d10b415e847cfbaf2a7a0ce647a1e2d1dea97,G2,G2_cooling,cooling,-1.0,1.55,1.15,20.0,1.5,half_step_anchor_reused,0,excluded_auxiliary,False,False,False,not_evaluated,False
G2_cooling_half_001,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,3b2cce72dd2bf7806804d7e3ddf5f7ed75ec663cd86717c8ed71e205cf5f4f58,G2,G2_cooling,cooling,-1.0,1.55,1.1375,20.0,1.5,half_step_continuation,1,excluded_auxiliary,False,False,False,not_evaluated,False
G2_cooling_half_002,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,8dfa1867330392cdf4258718030d9749252f5d6af7b41f7b93d302fd2c518e68,G2,G2_cooling,cooling,-1.0,1.55,1.125,20.0,1.5,half_step_continuation,2,excluded_auxiliary,False,False,False,not_evaluated,False
G2_cooling_half_003,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,12248c693917dddfc404d81e679b28d26c8a129e602ff23dae27d2961832f104,G2,G2_cooling,cooling,-1.0,1.55,1.1124999999999998,20.0,1.5,half_step_continuation,3,excluded_auxiliary,False,False,False,not_evaluated,False
G2_cooling_half_004,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,4dfab4e9537732fdd5a2b47b566603a2c7d65c56f4a681d5f00627c30922e43c,G2,G2_cooling,cooling,-1.0,1.55,1.0999999999999999,20.0,1.5,half_step_continuation,4,excluded_auxiliary,False,False,False,not_evaluated,False
G2_cooling_half_005,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,66c0bff0567e845d35282a86e149be8496b908bb40ee504fc45b7abb85be1670,G2,G2_cooling,cooling,-1.0,1.55,1.0875,20.0,1.5,half_step_continuation,5,excluded_auxiliary,False,False,False,not_evaluated,False
G2_cooling_half_006,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,2b02874b8cd8603260ec24a33bfe99829fa25b1112e38e07f5c2d72e534eb67c,G2,G2_cooling,cooling,-1.0,1.55,1.075,20.0,1.5,half_step_continuation,6,excluded_auxiliary,False,False,False,not_evaluated,False
G2_cooling_half_007,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,7419fe092f7002fe75e5b9e66c0deed8c560a8ac830e989ac25b6bda7b79c31c,G2,G2_cooling,cooling,-1.0,1.55,1.0625,20.0,1.5,half_step_continuation,7,excluded_auxiliary,False,False,False,not_evaluated,False
G2_cooling_half_008,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,8f009f0fffae0cbfafc145b06204d845c6b4b30afebe631fa33c7757f7a7ff15,G2,G2_cooling,cooling,-1.0,1.55,1.0499999999999998,20.0,1.5,half_step_continuation,8,excluded_auxiliary,False,False,False,not_evaluated,False
G2_cooling_half_009,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,079c576320c6e95744c4c5d55c26cfb57d16f8534f5357b0055dba76607db219,G2,G2_cooling,cooling,-1.0,1.55,1.0374999999999999,20.0,1.5,half_step_continuation,9,excluded_auxiliary,False,False,False,not_evaluated,False
G2_cooling_half_010,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,9023a756850c7ec5624f990c8511660ed651e68c46d71404ad8e8b3d8192c2ae,G2,G2_cooling,cooling,-1.0,1.55,1.025,20.0,1.5,half_step_continuation,10,excluded_auxiliary,False,False,False,not_evaluated,False
G2_cooling_half_refine_01,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_cooling.npz,98c6eb06ba00dc867c1e0e3605ac7bc3554c4781e83b36b1a6c4a2fe9b3e5958,G2,G2_cooling,cooling,-1.0,1.55,1.0812499999999998,20.0,1.5,half_step_event_refinement,0,excluded_auxiliary,False,False,False,not_evaluated,False
